event_id,user_id,event_name,device_type,plan_type,experiment_variant,event_properties,event_timestamp
06ef2fc6-9be5-4010-95de-3cb2c4f94a58,cd424061-a94f-415b-9b00-40a215ee9df7,signup,web,free,B,"{""source"": ""referral"", ""country"": ""US""}",
a564096c-2576-4b33-b598-27ea5726b345,cd424061-a94f-415b-9b00-40a215ee9df7,feature_a_used,web,free,B,"{""usage_count"": 4}",2024-02-09
59670edb-113b-42d8-aaf6-f20bbdf16d82,78cd7978-deae-41f1-b7f3-ceaa23d5a818,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""CA""}",
daa2125a-8e90-4b1b-a54b-ba0cec5045c7,c5958ecc-de7c-4f36-aaee-4a3d83a71815,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""IN""}",
008b2e3b-c0e4-4dbd-8e43-06eee945f10b,c5958ecc-de7c-4f36-aaee-4a3d83a71815,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-23
e4ce1833-05a6-4877-8970-789b82dd7429,2bd6abea-507a-47bb-a9eb-a7a3c8dd89d3,signup,web,free,B,"{""source"": ""organic"", ""country"": ""DE""}",
677df8a4-5c2e-4997-8542-1f89ebe51340,5f50ef8c-35e4-4cdc-9bb5-143d81004c78,signup,web,free,B,"{""source"": ""organic"", ""country"": ""DE""}",
9bb22a3f-6414-4aa8-9660-db887f5af680,5f50ef8c-35e4-4cdc-9bb5-143d81004c78,feature_a_used,mobile,free,B,"{""usage_count"": 3}",2024-02-14
cf5bc951-0c97-44e0-a4ce-49e618a14f46,38e46c89-a13a-4c1b-a702-adf7fd8b4190,signup,web,free,A,"{""source"": ""referral"", ""country"": ""GB""}",
a4f554dc-5ebd-4322-a051-81284edb1a24,38e46c89-a13a-4c1b-a702-adf7fd8b4190,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-31
325dd827-ad87-442c-b460-aa240da9d57e,38e46c89-a13a-4c1b-a702-adf7fd8b4190,upgrade,mobile,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-28
1e8e437d-cb71-4734-b6fe-4caaab3f17ee,c0c4c132-8c85-4e95-a26d-62b6770780ac,signup,mobile,free,B,"{""source"": ""referral"", ""country"": ""US""}",
b65de722-f8eb-4c19-9a53-36aee6c5dff9,e5b6b474-9850-4344-9c14-78ef4520d8b0,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""US""}",
5206d4b3-6fb8-426c-9e78-85278b8dbfdd,e5b6b474-9850-4344-9c14-78ef4520d8b0,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-04
94d19a2f-a2d4-4569-93cb-e90811f68002,e5b6b474-9850-4344-9c14-78ef4520d8b0,feature_a_used,mobile,free,B,"{""usage_count"": 4}",2024-02-05
03664145-9e40-4120-b58a-b001413ded8b,e5b6b474-9850-4344-9c14-78ef4520d8b0,feature_b_used,web,free,B,"{""usage_count"": 1}",2024-02-08
5d12b8d0-041c-46b0-a90d-8fc5599c6711,3577eca4-6f75-4dd2-aaf3-95dfaf40f93d,signup,web,free,B,"{""source"": ""referral"", ""country"": ""CA""}",
3715a81a-7c97-4e9b-9e1a-e22e6b70e955,3577eca4-6f75-4dd2-aaf3-95dfaf40f93d,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-31
60a506c6-daaf-40c0-b6a2-ac7cc41b1f87,31108925-6c1e-4e22-8a5c-7e649ed6c42f,signup,web,free,B,"{""source"": ""referral"", ""country"": ""IN""}",
6ba11ee8-3409-482f-bd0e-db1db22ecb52,471cf9ee-8b18-4923-9c66-a1cbfac27ea5,signup,mobile,free,B,"{""source"": ""referral"", ""country"": ""IN""}",
59f54642-264a-4f4c-bf41-9e56ce349ed2,471cf9ee-8b18-4923-9c66-a1cbfac27ea5,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-03
31c0b084-0e5a-4a11-8f78-013e77d43ec6,471cf9ee-8b18-4923-9c66-a1cbfac27ea5,feature_b_used,web,free,B,"{""usage_count"": 1}",2024-02-05
90954167-115d-4c32-b790-8de2faa502ac,1705a063-8ffa-4ec3-badf-57c24604252d,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""DE""}",
5b710864-c028-4de7-9a5a-bde8a39fc20a,217b7c4c-03ec-40df-b6f0-6671c357e0d4,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""IN""}",
9f39037b-b6e0-48d3-bbde-66238d02af02,217b7c4c-03ec-40df-b6f0-6671c357e0d4,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-02
99841332-ddf7-4e90-adad-b11111d72b84,126efd38-ca1a-428a-8a2e-f334a6938640,signup,web,free,B,"{""source"": ""sales"", ""country"": ""CA""}",
e2943c87-be53-4f53-917e-b825124fa992,126efd38-ca1a-428a-8a2e-f334a6938640,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-31
21b4db5d-15aa-486d-9358-11de1cece0e9,126efd38-ca1a-428a-8a2e-f334a6938640,upgrade,mobile,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-13
4921ec95-35a9-4668-a715-5ef9acc9fa74,126efd38-ca1a-428a-8a2e-f334a6938640,cancel,mobile,pro,B,"{""reason"": ""other""}",2024-04-09
030e0e44-833c-423e-a25d-84a49880bb44,77aa0c07-cb3a-46b3-b435-56d0527ca8fe,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""CA""}",
e5fa1e4e-327b-4794-bb08-859d68e6fae2,77aa0c07-cb3a-46b3-b435-56d0527ca8fe,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-13
4b3f072c-9bea-48ee-83c0-944e7ad1b188,5429505a-57e2-406f-a12e-68c25397cd33,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""DE""}",
e46b0d0a-9691-4cc3-bc51-a7469f4f8b78,ee011233-0d6d-4724-9160-a0a5d368c427,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""CA""}",
65af4357-afc8-4e01-9c8a-2daee1fc8fb1,ee011233-0d6d-4724-9160-a0a5d368c427,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-20
910253b2-10e0-4a75-bebb-d02fb2a3dd63,ee011233-0d6d-4724-9160-a0a5d368c427,feature_a_used,web,free,A,"{""usage_count"": 9}",2024-01-26
56aca229-c3a0-433e-9217-74de9ccf1fba,ee011233-0d6d-4724-9160-a0a5d368c427,feature_b_used,mobile,free,A,"{""usage_count"": 8}",2024-02-04
2ab36795-2bcf-42a0-bc32-b7ecc43c2744,9d20f644-3ef7-412b-81ca-d022d7d1c651,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""US""}",
083a1f2e-4441-4304-a1d5-1389d7ce00f4,9d20f644-3ef7-412b-81ca-d022d7d1c651,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-27
1d774ff8-d0f9-4325-b642-b155e056063f,9d20f644-3ef7-412b-81ca-d022d7d1c651,feature_a_used,mobile,free,A,"{""usage_count"": 9}",2024-02-10
cda89051-d457-4568-ad35-ad99ca17f8f7,9d20f644-3ef7-412b-81ca-d022d7d1c651,feature_b_used,web,free,A,"{""usage_count"": 7}",2024-02-14
f12fc3c3-0261-410e-9475-0a47fb8d5116,9d20f644-3ef7-412b-81ca-d022d7d1c651,upgrade,web,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-02
619b433b-1fae-4525-a396-1514b8783688,98b3a37e-0a38-49cd-87db-71a6c2ffa104,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""US""}",
9120ad23-1413-4c0b-9972-ef0e132cd713,98b3a37e-0a38-49cd-87db-71a6c2ffa104,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-31
898538e4-e2c2-46ed-a6f5-bff060a270ce,98b3a37e-0a38-49cd-87db-71a6c2ffa104,feature_b_used,web,free,A,"{""usage_count"": 6}",2024-02-14
6bb1b87c-4cc9-4ca2-852a-c8565d84a59d,11e7f913-c7c6-4ccb-b418-f4c701fe8621,signup,web,free,B,"{""source"": ""sales"", ""country"": ""GB""}",
786b981c-dd08-402d-8f5e-da80dc3337fa,11e7f913-c7c6-4ccb-b418-f4c701fe8621,cancel,mobile,pro,B,"{""reason"": ""price""}",2024-03-12
ff1f0963-aa7e-4a54-a08a-c4c89584836c,39f1e27f-55fe-401a-8a67-ee77524c4e0d,signup,web,free,A,"{""source"": ""organic"", ""country"": ""CA""}",
80649f58-ef3f-4977-a21d-6abd9c97cd94,39f1e27f-55fe-401a-8a67-ee77524c4e0d,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-05
92aec7c9-8533-482c-a5f9-eb72166e7830,39f1e27f-55fe-401a-8a67-ee77524c4e0d,feature_b_used,mobile,free,A,"{""usage_count"": 10}",2024-02-06
ac502fb3-c85d-4140-9628-ef72e24757d7,96f42319-5448-48c2-9239-ced6f86343dc,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""DE""}",
9541f07a-db4e-47f6-a414-152d1f0337e2,96f42319-5448-48c2-9239-ced6f86343dc,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-07
89c15011-bc49-4227-b400-954e491f406b,91f54da2-5402-4d2a-a025-5ab658a35102,signup,web,free,B,"{""source"": ""sales"", ""country"": ""US""}",
a1807625-5d68-4078-a473-0a199b5276d2,91f54da2-5402-4d2a-a025-5ab658a35102,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-04
0ab4d6af-4712-499b-996d-fa37d443b64f,91f54da2-5402-4d2a-a025-5ab658a35102,feature_a_used,web,free,B,"{""usage_count"": 10}",2024-02-17
37020f0c-b27d-43c6-bdb9-3308e590ed0a,2dccc235-161a-4b52-8fa9-322140c35445,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""GB""}",
e221b795-a318-4ad5-9dd4-61e4a86892f0,cdae762b-8470-4012-82d8-10797bcbef87,signup,web,free,A,"{""source"": ""organic"", ""country"": ""US""}",
c7f7dde6-0ec0-48e7-99cd-6a474ecbdd59,503013e4-4585-4686-8eb0-2f89975cc0e0,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""IN""}",
11f5dd46-93ab-4f71-b5c8-a2bb608906ef,023d02e9-0f80-4b0a-a032-7370678c966a,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""GB""}",
74ee5c44-6334-467c-a162-fb6194914d43,023d02e9-0f80-4b0a-a032-7370678c966a,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-27
b3a5abc1-c63b-4857-aa48-f97e7166aab7,023d02e9-0f80-4b0a-a032-7370678c966a,feature_a_used,mobile,free,A,"{""usage_count"": 4}",2024-02-02
b1502169-c98d-434c-908b-26ac0a1f28ee,023d02e9-0f80-4b0a-a032-7370678c966a,upgrade,web,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-09
7aea09f5-435f-4ed5-9907-49e1e1ade622,7d323165-d36b-4e85-92d5-633447bb8798,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""US""}",
47278d6c-36f1-493a-ac7f-240fd59f1f60,7d323165-d36b-4e85-92d5-633447bb8798,feature_a_used,web,free,B,"{""usage_count"": 6}",2024-02-03
0e983d90-b565-47c7-8948-8d6d0c9a0bf2,53bb4d12-51cd-47bd-a094-1c669b379823,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""IN""}",
374cf4a1-937d-40f1-ab21-c895d443ac3d,afc073c6-202f-40ea-9ed4-65420ecacebf,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""DE""}",
9dc771ca-876b-4ad3-b808-e2ae712c0780,d270ac40-b0e7-40dc-9d1d-6af162123459,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""IN""}",
52efe3d7-1bec-47e5-901b-a0b2422d5013,d270ac40-b0e7-40dc-9d1d-6af162123459,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-31
fb11adf7-0e18-4db6-9c3d-18a62f86ae4d,eec45a35-7f71-4123-825c-fe29b5eabe31,signup,web,free,B,"{""source"": ""organic"", ""country"": ""DE""}",
39c50f7f-4f71-47ac-a917-f4ae973ed2a8,eec45a35-7f71-4123-825c-fe29b5eabe31,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-01
7073023a-6350-43f1-90d0-9b225e8efd50,f15b737a-72e1-4e8b-bd25-237353ad3a26,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""CA""}",
ce5f14c6-bf8d-41eb-bc60-ef9f48fb9e80,f15b737a-72e1-4e8b-bd25-237353ad3a26,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-01
92dc4356-dcef-4e25-aac5-73addfdab3f6,f15b737a-72e1-4e8b-bd25-237353ad3a26,feature_a_used,web,free,B,"{""usage_count"": 4}",2024-02-11
1c842008-b9e7-48bb-b2fc-5cb9a90242c0,f15b737a-72e1-4e8b-bd25-237353ad3a26,upgrade,mobile,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-24
a5bd87ca-b78e-44ae-a718-0e43314af6fb,271b4345-8f2e-4a5f-8da4-9c1a5525660f,signup,web,free,A,"{""source"": ""referral"", ""country"": ""GB""}",
bd278c5e-ce2e-4f8a-bc29-cfc53ddb1a20,271b4345-8f2e-4a5f-8da4-9c1a5525660f,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-27
5ba9f01a-1b4f-4c38-983b-694d60acf4f5,56fb4087-9a95-4c54-9a8f-6157021912f7,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""DE""}",
2c46371b-d652-4258-87b3-fe72d0460d3f,56fb4087-9a95-4c54-9a8f-6157021912f7,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-03
d8c02051-8144-49a2-9ec5-af8590bf9e92,56fb4087-9a95-4c54-9a8f-6157021912f7,feature_a_used,mobile,free,A,"{""usage_count"": 9}",2024-02-11
cbb1d495-6d4f-4b7a-886c-0639d950716f,56fb4087-9a95-4c54-9a8f-6157021912f7,feature_b_used,web,free,A,"{""usage_count"": 2}",2024-02-18
b8f55a9a-ae5b-4ca1-8cd0-899a69debbf9,22b3bf29-43a1-41f2-8152-306692055001,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""GB""}",
32c1d4b0-4ce7-4b34-9416-0b6c88b27b49,9a253712-cf81-4a86-92a2-9652fb90b01e,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""GB""}",
a71e2f3d-8c67-410d-8a1e-fe89b52b99cf,f56f046f-67f3-44df-b6a2-3cb68d052727,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""US""}",
1a9b85f8-c4db-4620-bdb5-0e0535ea961e,f56f046f-67f3-44df-b6a2-3cb68d052727,feature_a_used,web,free,B,"{""usage_count"": 3}",2024-01-31
14d7186e-0550-4bff-8fa6-a69bab1f5c81,1d011405-ac9f-47a6-8413-0c38e0635f8b,signup,web,free,A,"{""source"": ""paid_search"", ""country"": ""CA""}",
72ca20a0-a762-4e6c-9b32-a54325749fbb,1d011405-ac9f-47a6-8413-0c38e0635f8b,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-07
d09ddbf8-a194-437c-a736-2391281f5069,4473d9eb-19ab-4d3a-bad4-3eb78e8d8512,signup,web,free,A,"{""source"": ""organic"", ""country"": ""CA""}",
a102ff7b-9583-4f08-adf4-1020039e91bf,4473d9eb-19ab-4d3a-bad4-3eb78e8d8512,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-02
aa9112d7-0b08-4e0d-82f2-68a185bd7f24,4473d9eb-19ab-4d3a-bad4-3eb78e8d8512,feature_a_used,mobile,free,A,"{""usage_count"": 10}",2024-02-07
204c1683-c0f9-4b8e-b004-5b081c50d579,f993aa49-8c42-43cc-8d5b-85ce2fd045f7,signup,web,free,A,"{""source"": ""organic"", ""country"": ""CA""}",
6be3c50d-c60f-4069-a6ec-e11899b5d4c4,3360aa11-b339-47ec-9c80-82255b610d97,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""DE""}",
db5ad802-01f3-4aea-ba66-b528bb7fe2c7,3360aa11-b339-47ec-9c80-82255b610d97,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-03
8e0e3f6e-697e-4df1-9ee0-93ce5aefe0e0,3360aa11-b339-47ec-9c80-82255b610d97,feature_a_used,web,free,A,"{""usage_count"": 4}",2024-02-06
d575108b-8750-4429-9f7b-c9ed0e36ebcc,3360aa11-b339-47ec-9c80-82255b610d97,upgrade,mobile,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-16
9ed70b11-644a-4142-b2da-c1348c47541d,704232b2-53a8-4c62-889c-79e0d61322bf,signup,web,free,A,"{""source"": ""referral"", ""country"": ""DE""}",
8e6299c7-7bfb-46eb-b352-4a3692a61800,704232b2-53a8-4c62-889c-79e0d61322bf,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-03
7ecd2fad-1824-49d1-827e-46877192b602,daafead9-a622-426f-b9ce-e1b2f401a811,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""IN""}",
6abda39d-b1dc-4790-b6ea-700a22cc8ad0,daafead9-a622-426f-b9ce-e1b2f401a811,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-26
0c173be4-3478-4ffd-94b8-f9c8a5e8ca98,daafead9-a622-426f-b9ce-e1b2f401a811,feature_b_used,mobile,free,A,"{""usage_count"": 1}",2024-01-31
c4d3a56c-0b23-4371-8e12-31abb2bf2b7e,daafead9-a622-426f-b9ce-e1b2f401a811,cancel,mobile,pro,A,"{""reason"": ""other""}",2024-04-13
f617cbf1-238e-47ee-b35e-7c97f9564df7,27cb401b-42c3-43d2-9372-cf3b78e65770,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""CA""}",
fe656f30-f8be-44dd-bbf1-2913038b5ea7,d64437ef-d544-46ac-bdb7-fb148606868a,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""GB""}",
aee58129-5521-49ee-91d5-6b555ff05a73,d64437ef-d544-46ac-bdb7-fb148606868a,feature_a_used,web,free,A,"{""usage_count"": 10}",2024-01-24
170bf10b-3ffd-4936-aa54-cb4ccd2f3bd8,487c050b-f659-434e-b0dd-ae34dd038e3a,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""GB""}",
bb779801-2555-46b3-82ba-36196e4d832c,5dbbf104-8747-4b16-9c3c-f3db3e0e7c15,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""US""}",
a07225ea-9331-4d4f-a4d5-30655ebd682e,66556de9-6464-43dd-a394-8ceba78bace3,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""GB""}",
76f4642b-7184-4937-9bb2-f75ef0f4a58d,b2eae561-b401-4b36-af12-35a8529b7241,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""CA""}",
e92cc688-511e-4172-86aa-3b522f581ff0,b2eae561-b401-4b36-af12-35a8529b7241,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-01
a9463065-d092-448f-a16d-9075c5fab061,b2eae561-b401-4b36-af12-35a8529b7241,feature_b_used,mobile,free,B,"{""usage_count"": 9}",2024-02-13
d890ab1c-5757-4bd7-8a7e-f123abca4e9f,1ccdfb11-0a73-4a92-b19f-67efd1b5fd8b,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""CA""}",
d423924a-d29d-4f62-986b-00ae15cbc0f2,1ccdfb11-0a73-4a92-b19f-67efd1b5fd8b,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-09
0bc35094-c7fa-4d19-ba3c-e1ef741ec9c3,1ccdfb11-0a73-4a92-b19f-67efd1b5fd8b,feature_a_used,mobile,free,A,"{""usage_count"": 7}",2024-02-22
c16d40ed-36ad-4587-9daf-3a0493afe936,1ccdfb11-0a73-4a92-b19f-67efd1b5fd8b,feature_b_used,mobile,free,A,"{""usage_count"": 7}",2024-03-05
e845ce2a-c268-4c08-a1f3-db2eb11f343c,1ccdfb11-0a73-4a92-b19f-67efd1b5fd8b,upgrade,mobile,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-18
1b180d66-c4e2-48af-853f-8359992c5e82,b304e0ef-703c-4b8f-8e97-26186cea197d,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""CA""}",
1e61e4bd-46a6-4079-bab2-e6ba4c3cf23c,4d0262c6-e8f8-4bf1-902c-dc7e991b89f6,signup,mobile,free,B,"{""source"": ""referral"", ""country"": ""DE""}",
965c3773-745a-4914-a6df-b57cb9efc9eb,f15e77f9-8975-4f3b-bf14-be9f6da5bbc1,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""GB""}",
70d92049-fc65-4a32-b899-fb68b0065611,f15e77f9-8975-4f3b-bf14-be9f6da5bbc1,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-26
9c1f928e-6f56-4a19-bc24-da61986e1d31,f15e77f9-8975-4f3b-bf14-be9f6da5bbc1,upgrade,web,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-04
a596aac3-6212-4560-baf0-995b19076b6b,f2d17b66-e7f5-4cf1-9744-3c068016995a,signup,web,free,B,"{""source"": ""referral"", ""country"": ""CA""}",
45f02ce4-bf6c-49a9-9278-8ad64d756acc,c36e457b-30a8-43a9-9bf6-d40ff34f714d,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""DE""}",
b9e6f5af-64a1-47af-9729-130e9d811d7f,d41e068b-d9d6-4edf-9941-94627cc0f94b,signup,web,free,B,"{""source"": ""sales"", ""country"": ""IN""}",
4eac71a1-e8c0-41f2-8808-ed80a39a8497,d41e068b-d9d6-4edf-9941-94627cc0f94b,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-29
63e42ef3-468d-429b-a1ae-a0ba3a729915,d41e068b-d9d6-4edf-9941-94627cc0f94b,feature_b_used,web,free,B,"{""usage_count"": 6}",2024-02-04
b80b015b-e161-43c7-ac9b-d4960accd046,d41e068b-d9d6-4edf-9941-94627cc0f94b,upgrade,web,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-13
b14025fe-02da-4594-978b-469eec00e3d4,f3fc222b-b369-4d35-8a61-a546a094b291,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""US""}",
cf8cc936-edfb-459b-83a8-1528c0e69bda,f3fc222b-b369-4d35-8a61-a546a094b291,feature_a_used,web,free,B,"{""usage_count"": 5}",2024-02-16
cb515867-d829-45b9-97db-0be6a29f3de4,7048a283-41c1-40f3-82ee-51823788963e,signup,web,free,A,"{""source"": ""sales"", ""country"": ""US""}",
62de6352-1e7a-4262-b2c7-7eafff631fcb,4e58176f-d449-44bc-91d8-ae877f0f64f9,signup,web,free,A,"{""source"": ""paid_search"", ""country"": ""US""}",
d0a86303-9d57-4b16-b17a-50b61f035433,513fdb7f-ec2d-45ca-8c6a-5101794bbf7b,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""US""}",
51e588be-e770-4b2c-a519-5478444f6362,513fdb7f-ec2d-45ca-8c6a-5101794bbf7b,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-12
29defd94-1009-47a1-986d-29d2ad139876,2a33abed-bf21-45bb-b163-e91d68229a0a,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""CA""}",
cce41034-f532-4543-a9ba-a8f6e7f5511a,2a33abed-bf21-45bb-b163-e91d68229a0a,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-01
0bc746c0-6c1b-4311-831e-ec82b1cb9c36,8b37a912-7328-43bd-a920-e495b813fbf5,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""DE""}",
92c1b22c-146e-406e-a077-8fc95ba35d96,8b37a912-7328-43bd-a920-e495b813fbf5,cancel,web,pro,A,"{""reason"": ""price""}",2024-03-07
78d21a9f-1a9d-464e-b0d4-6ddd1ac1d86d,1ebdcf28-7861-4945-9a5d-713e6ada6011,signup,web,free,B,"{""source"": ""referral"", ""country"": ""US""}",
64b9ea94-e8d4-43eb-aaa3-bf69f9e2000d,13d21a1b-b51a-450b-8627-872122f436bb,signup,web,free,B,"{""source"": ""referral"", ""country"": ""US""}",
fca9bf22-b391-4e0d-ad61-b4f5d1225e18,7dac43a9-edbc-47a8-ab23-cc1847dd767c,signup,web,free,B,"{""source"": ""organic"", ""country"": ""US""}",
70283933-e53f-4cbe-a2e9-f0a9c4b38641,7dac43a9-edbc-47a8-ab23-cc1847dd767c,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-01
ce350483-9df7-43a8-8c29-58150001e2f9,7dac43a9-edbc-47a8-ab23-cc1847dd767c,feature_a_used,mobile,free,B,"{""usage_count"": 3}",2024-02-14
d2316c6b-d744-42b8-935f-5d4303c98dac,7dac43a9-edbc-47a8-ab23-cc1847dd767c,feature_b_used,web,free,B,"{""usage_count"": 3}",2024-02-19
defc7a98-9390-4e33-8fdf-022b758048b7,ffc757e3-0c7e-4a24-8627-8d0a864d42be,signup,web,free,A,"{""source"": ""paid_search"", ""country"": ""DE""}",
b2d5e69f-b7f9-488f-98b4-788e5a06cbef,d7c22751-3e8b-4c56-9231-48d04049655d,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""US""}",
bc035a76-9ab5-4608-b5f2-a3493f56fe81,717d5ec0-362f-4627-a2cd-e9f5a240fc68,signup,web,free,B,"{""source"": ""referral"", ""country"": ""US""}",
be3e3281-5b11-4acd-878b-c0ad08fcacd3,717d5ec0-362f-4627-a2cd-e9f5a240fc68,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-31
26676476-d410-4636-b671-d58bd7af78f2,717d5ec0-362f-4627-a2cd-e9f5a240fc68,feature_a_used,mobile,free,B,"{""usage_count"": 7}",2024-02-07
5d41aaf2-9c3c-4124-a274-480bb74eccaf,577b80eb-b252-457f-acb4-17dd78393324,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""DE""}",
414a2223-7e1a-4074-8cd3-040fec892b5f,577b80eb-b252-457f-acb4-17dd78393324,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-09
38e16b31-396a-4d6d-8f94-eaef848e08d9,577b80eb-b252-457f-acb4-17dd78393324,feature_b_used,mobile,free,B,"{""usage_count"": 6}",2024-02-20
bcad9028-e98a-4dea-998a-028601fcb9a5,577b80eb-b252-457f-acb4-17dd78393324,upgrade,web,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-19
32e71f6a-d62d-45eb-bdbf-2b12c99ef094,28559805-849b-42c7-bfe7-2ab0caa33684,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""CA""}",
ce7780f9-1544-490a-84c5-e6e421789944,28559805-849b-42c7-bfe7-2ab0caa33684,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-29
6938f629-27d9-4487-bb39-ae1e3614053b,28559805-849b-42c7-bfe7-2ab0caa33684,cancel,web,pro,B,"{""reason"": ""value""}",2024-04-09
7b004fc7-7329-4e5d-926a-af5463f2786d,16906322-5f80-46df-aa04-024864f70569,signup,web,free,B,"{""source"": ""sales"", ""country"": ""DE""}",
134fb589-f43f-4faa-a8cd-b8858395092e,16906322-5f80-46df-aa04-024864f70569,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-25
a51d9a52-b9c7-429b-ae70-06acbabb5c2f,16906322-5f80-46df-aa04-024864f70569,feature_a_used,web,free,B,"{""usage_count"": 1}",2024-02-08
65c29a98-411c-4883-8079-e4acbe2bb8ce,16906322-5f80-46df-aa04-024864f70569,upgrade,mobile,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-24
